2.49191222,0
2.562797393,0.0001
2.650308295,0.0002
2.714916281,0.0003
2.727241986,0.0004
2.687387389,0.0005
2.615369888,0.0006
2.543761671,0.0007
2.495662397,0.0008
2.453986739,0.0009
2.401423351,0.001
2.333519681,0.0011
2.269515181,0.0012
2.236289818,0.0013
2.229978465,0.0014
2.214968598,0.0015
2.167820345,0.0016
2.107926814,0.0017
2.049682655,0.0018
1.998146082,0.0019
1.955537145,0.002
1.927009973,0.0021
1.914261115,0.0022
1.887489104,0.0023
1.828543286,0.0024
1.760542088,0.0025
1.715001575,0.0026
1.694206782,0.0027
1.686123564,0.0028
1.675088291,0.0029
1.657258858,0.003
1.638818423,0.0031
1.608303692,0.0032
1.56539919,0.0033
1.521744885,0.0034
1.480834616,0.0035
1.444046825,0.0036
1.409037628,0.0037
1.370146872,0.0038
1.331141126,0.0039
1.314838231,0.004
1.332817,0.0041
1.348065817,0.0042
1.322016493,0.0043
1.25960979,0.0044
1.19403613,0.0045
1.136980364,0.0046
1.078684651,0.0047
1.042119873,0.0048
1.052249028,0.0049
1.095596536,0.005
1.132969605,0.0051
1.116585174,0.0052
1.05204771,0.0053
1.000618762,0.0054
0.994019959,0.0055
1.026314341,0.0056
1.070335213,0.0057
1.131831223,0.0058
1.205730306,0.0059
1.222011247,0.006
1.154712629,0.0061
1.050776747,0.0062
0.977748253,0.0063
0.955315243,0.0064
0.961931256,0.0065
0.980200033,0.0066
0.997800619,0.0067
1.003911098,0.0068
0.978157389,0.0069
0.90913926,0.007
0.836564576,0.0071
0.807536231,0.0072
0.818539103,0.0073
0.834751467,0.0074
0.830864551,0.0075
0.816293357,0.0076
0.792423122,0.0077
0.760163895,0.0078
0.736284195,0.0079
0.706133069,0.008
0.662894216,0.0081
0.628304188,0.0082
0.599697522,0.0083
0.577255376,0.0084
0.568212299,0.0085
0.548446515,0.0086
0.512225035,0.0087
0.49593632,0.0088
0.497983241,0.0089
0.48673714,0.009
0.476691513,0.0091
0.485304321,0.0092
0.496087347,0.0093
0.491914948,0.0094
0.468527293,0.0095
0.437382461,0.0096
0.416354278,0.0097
0.411309674,0.0098
0.405526644,0.0099
0.388536619,0.01
0.373581067,0.0101
0.363896953,0.0102
0.360034395,0.0103
0.369612692,0.0104
0.376231142,0.0105
0.368538019,0.0106
0.354629862,0.0107
0.330426048,0.0108
0.312508192,0.0109
0.259972884,0.011
0.137921301,0.0111
0.055685868,0.0112
0.074966197,0.0113
0.160174502,0.0114
0.264851474,0.0115
0.334460879,0.0116
0.353823959,0.0117
0.347205612,0.0118
0.337190422,0.0119
0.302129149,0.012
0.241953951,0.0121
0.225394398,0.0122
0.427456347,0.0123
0.827875092,0.0124
1.035620613,0.0125
0.940306038,0.0126
0.745998468,0.0127
0.561598105,0.0128
0.399387732,0.0129
0.267650501,0.013
0.210274685,0.0131
0.236007879,0.0132
0.318061138,0.0133
0.386728147,0.0134
0.392982691,0.0135
0.350934958,0.0136
0.29321871,0.0137
0.2612362,0.0138
0.267264801,0.0139
0.261985544,0.014
0.220966983,0.0141
0.18783405,0.0142
0.176660848,0.0143
0.156587578,0.0144
0.127776145,0.0145
0.143938561,0.0146
0.209322542,0.0147
0.281287081,0.0148
0.325687613,0.0149
0.321305285,0.015
0.301118621,0.0151
0.297929389,0.0152
0.298975068,0.0153
0.28921258,0.0154
0.275864443,0.0155
0.28150447,0.0156
0.307205295,0.0157
0.324309201,0.0158
0.321690332,0.0159
0.306431847,0.016
0.293167185,0.0161
