,0,1
0,-0.3957608,-0.3625149
1,29.113771,27.855549
2,-0.46546715,-0.49098188
3,-0.16902389,-0.10983656
4,16.683939,16.52933
5,-0.20325124,-0.1629907
6,4.1841836,4.2057652
7,-0.19651733,-0.18624654
8,0.56448793,0.5985
9,-0.24422424,-0.17006023
10,-0.53137857,-0.4317576
11,-0.103424616,-0.032993708
12,1.699865,1.7410105
13,-0.22446387,-0.32672903
14,0.9566101,0.6021416
15,-0.34875616,-0.3109174
16,-0.12790647,-0.06631334
17,0.2688024,0.36520404
18,2.0700338,1.9969732
19,-0.22903323,-0.10584525
20,0.45824474,0.62740237
21,1.262009,1.2417921
22,0.92454016,1.0728836
23,0.012936852,0.07081441
24,13.36735,13.495021
25,-0.5556673,-0.5266507
26,-0.03475599,-0.031070452
27,1.0936446,0.647156
28,0.022475729,-0.051997136
29,-0.1636271,-0.18730523
30,-0.11533252,0.13129649
31,1.5639099,1.483939
32,-0.0354128,0.110886626
33,-0.3478346,0.30961674
34,0.27469042,0.41182315
35,-0.5144719,-0.48502034
36,0.93502915,0.3306532
37,0.16362792,0.2603923
38,0.11035324,0.36029345
39,0.68219095,0.7640757
40,0.9012859,0.9113327
41,-0.03776411,0.1627279
42,-0.16279988,-0.04503467
43,-0.23503812,-0.087677516
44,-0.19546328,-0.1188694
45,0.50851744,0.58140594
46,0.1640681,0.44374636
47,-0.18301025,-0.07915149
48,-0.5510072,-0.08166744
49,0.93722963,0.9462806
50,-0.23451763,-0.24375132
51,0.06473269,0.13825549
52,2.4662416,2.4827034
53,-0.17056414,-0.11956838
54,0.084912255,0.16426452
55,-0.18308496,0.028211996
56,26.927004,22.249512
57,0.073604554,0.012467784
58,-0.31670317,-0.13204914
59,-0.013764993,-0.04357085
60,-0.52223825,-0.3605828
61,2.0119464,1.87022
62,18.839378,18.64848
63,-0.14515725,-0.2536268
64,0.20362312,0.27376077
65,0.009868653,0.11411118
66,35.764545,34.32554
67,0.07542961,0.14614262
68,-0.316946,-0.24932043
69,22.851044,21.670172
70,12.9404745,12.993092
71,-0.19452475,-0.21017557
72,-0.30998546,-0.26735955
73,-0.33692202,-0.25538328
74,-0.5009744,-0.33825547
75,-0.03982293,0.040501352
76,5.944832,5.8910275
77,-0.27980986,-0.21708529
78,1.5494535,1.6409199
79,-0.10869124,-0.06798358
80,-0.02704178,0.047538918
81,0.0012540487,0.024133258
82,0.10460118,0.22021227
83,27.436155,27.17897
84,0.20517473,0.4464025
85,0.9759748,2.1009762
86,0.20744652,0.3846307
87,2.0815954,2.0961306
88,-0.0378808,0.06441613
89,-0.18344139,-0.052000217
90,0.15458623,0.097849764
91,-0.23302686,-0.28143853
92,6.592509,6.5285397
93,1.2623578,1.2435763
94,-0.57612336,-0.3182785
95,-0.3943538,0.0759033
96,0.074702896,0.20414224
97,-0.011287558,-0.17072609
98,-0.12896015,-0.019962626
99,-0.5358064,-0.26238233
100,-0.3128428,-0.19465357
101,-0.32554385,-0.2156284
102,-0.39855713,-0.2885947
103,0.2100726,0.5861683
104,2.4585729,2.619057
105,-0.26604593,-0.2321467
106,0.16640998,0.18967739
107,0.56908697,0.5905216
108,-0.084530175,-0.06968732
109,-0.10793776,-0.044807836
110,-0.31563005,0.009535914
111,0.84182936,1.0514894
112,-0.24905047,-0.07322806
113,-0.17391656,-0.10718043
114,-0.40334678,-0.4330743
115,0.106394656,-0.38757157
116,37.1576,37.513733
117,-0.06851927,-0.030046051
118,18.246943,17.87556
119,2.314716,2.227283
120,-0.06984753,-0.19933039
121,3.2108564,3.1342034
122,-0.050856236,-0.09342418
123,4.161275,4.1532226
124,0.007552965,0.13053897
125,-0.18099552,-0.14156953
126,-0.34321478,-0.89928883
127,12.693193,12.588689
128,3.2002087,3.1829178
129,14.7776575,14.437795
130,0.3251861,0.40566826
131,-0.009712059,0.15838228
132,-0.603291,-0.5979106
133,0.3546315,0.1256226
134,-0.20581397,-0.13436444
135,0.07585978,0.033665203
136,-0.18493369,0.24660333
137,-0.09132801,0.029588776
138,0.12763521,-0.0034497275
139,-0.32790363,-0.38251272
140,-0.06970234,0.0034919435
141,5.039431,4.896464
142,-0.1778917,-0.62690157
143,10.225209,10.064295
144,6.3463855,6.946444
145,1.9122767,1.1245812
146,-0.29946858,-0.19786157
147,-0.26728117,-0.10092542
148,8.2383995,7.9878163
149,-0.15066668,-0.06308918
150,-0.1670935,-0.14498203
151,12.206394,12.218434
152,2.393099,2.3712084
153,0.18684487,0.22815175
154,0.07694349,0.0058861943
155,3.2171075,3.257344
156,-0.19490968,-0.42927167
157,-0.13548627,-0.10105675
158,34.26523,34.140835
159,-0.31297952,0.027742542
160,-0.26606998,-0.15371871
161,0.3115404,0.37844154
162,0.22035591,0.1833515
163,28.265104,28.220675
164,-0.1584167,-0.030332189
165,-0.4595782,-0.092801064
166,2.1428792,2.2370136
167,-0.22674681,-0.3081808
168,12.763139,12.575512
169,8.036674,7.742164
170,-0.20654896,-0.10664166
171,0.0330521,0.040126637
172,34.83818,33.281097
173,-0.21001364,0.0072148354
174,0.01784859,-0.0066712024
175,11.39138,11.36697
176,1.5727382,1.4834661
